State,CountyName,Tract_FIPS,Urban,TOTALPOP,PERCENT_LOWA_Pop,LOWA_POP,PERCENT_LOWI,LOWI,PERCENT_HUNV,HUNV,PERCENT_KIDS,KIDS,PERCENT_SENIORS,SENIORS
NE,Franklin,31061964600,No,1570,94.6,1485,8.5,130,2.9,18,24.2,380,21.1,331
NE,Furnas,31065963700,No,3731,34.1,1274,3,109,3,49,8.1,302,8.6,320
NE,Furnas,31065963800,No,1593,82.7,1317,12.2,189,4.7,31,20.6,328,19.7,315
NE,Garden,31069952100,No,2292,99.9,2289,14.8,328,4.2,43,21.8,499,24,550
NE,Grant,31075956300,No,747,100,747,9.7,72,2.7,8,29.2,218,13.7,102
NE,Greeley,31077970900,No,2714,62.6,1699,9,238,3.1,34,16.7,453,15.6,424
NE,Hayes,31085961500,No,1068,100,1068,18.4,197,2.8,12,26.6,284,19.9,212
NE,Hitchcock,31087962700,No,3111,90.6,2819,13.7,415,2.6,34,21.5,669,20.7,644
NE,Holt,31089974000,No,2044,40.6,830,6.3,125,1,8,11.4,233,6.3,128
NE,Holt,31089974100,No,3133,76.8,2405,12.7,397,2.3,28,20.5,643,14.9,468
NE,Hooker,31091956700,No,783,100,783,6.9,52,3.9,13,24,188,26.9,211
NE,Keith,31101000300,No,3774,50.6,1911,5.7,215,1.1,17,12.5,473,9,341
NE,Keya Paha,31103975400,No,983,99.8,981,26.8,264,4.2,17,23.7,233,20.7,203
NE,Knox,31107967100,No,1376,94.9,1306,26.3,361,7.3,38,31.6,434,11.9,164
NE,Knox,31107976100,No,1931,86.1,1662,7.5,145,4.3,32,23.9,462,14.1,273
NE,Knox,31107976200,No,3358,41.3,1387,7.1,229,2.6,36,8.5,287,12,402
NE,Knox,31107976300,No,2709,90.8,2460,12.7,329,6.8,78,19.6,531,26.7,723
NE,Lancaster,31109000600,Yes,5035,10.9,547,19,8,0,0,0.1,5,0,0
NE,Lancaster,31109002900,Yes,2469,27.9,690,4.3,108,1.1,14,2.6,64,0.6,14
NE,Lancaster,31109003202,Yes,3355,100,3355,14.8,493,6,63,40.4,1357,3.5,116
NE,Lancaster,31109003500,Yes,222,100,222,100,21,0,0,15.3,34,0,0
NE,Loup,31115972800,No,712,80.1,570,14.1,100,1.4,4,20.3,145,15.7,112
NE,McPherson,31117957900,No,533,100,533,16.2,86,2,4,27.6,147,18.2,97
NE,Morrill,31123952500,No,5440,51.2,2786,7.6,403,2.3,49,14.1,768,8.6,469
NE,Nuckolls,31129992600,No,2858,66.4,1896,7.5,209,3.5,41,16.3,467,15.5,442
NE,Pawnee,31133997800,No,3087,19.4,600,1.9,58,0.5,7,4.9,151,4.6,140
NE,Pierce,31139979200,No,3822,71.4,2730,9.4,353,3.7,56,21.5,820,12,460
NE,Richardson,31147998400,No,2163,40.5,876,4.8,103,1.6,13,10.3,222,6.5,141
NE,Richardson,31147998500,No,2224,80.5,1790,8.3,179,4.6,43,19.6,436,18.9,421
NE,Rock,31149974600,No,1756,30.3,532,7.4,127,0.8,6,8,140,5.6,99
NE,Sarpy,31153010302,Yes,1460,43.9,641,3.2,26,1.7,5,8.3,121,0.2,2
NE,Sarpy,31153010304,Yes,7468,87.9,6565,4.7,353,1.8,36,40.5,3025,0.1,8
NE,Scotts Bluff,31157952900,No,2931,22.9,672,3.1,91,0.6,7,5.9,174,3.1,92
NE,Scotts Bluff,31157953100,No,2598,22.9,595,3.5,89,0.4,4,7.1,184,3.7,96
NE,Sheridan,31161951700,No,3649,59,2154,7.5,267,2.3,35,14.3,521,12.8,467
NE,Sherman,31163970100,No,3318,100,3318,12.9,418,7.2,101,24.5,814,23.1,768
NE,Sioux,31165950100,No,1475,68.4,1008,11.3,166,1.3,8,16,236,12.6,185
NE,Stanton,31167982100,No,1922,94,1807,7,131,2.2,16,25.4,488,15.9,305
NE,Thayer,31169993100,No,3391,34.2,1160,4,133,1.5,21,8.6,293,8.1,274
NE,Thayer,31169993200,No,2664,19.1,510,1.9,47,0.7,8,4.1,109,4.7,125
NE,Thomas,31171957100,No,729,100,729,14.3,104,3.7,12,23.6,172,20.3,148
NE,Thurston,31173940100,No,4791,31,1487,4.6,218,1.8,27,7.7,369,7.9,378
NE,Thurston,31173940200,No,2380,22.2,527,4.2,100,0.5,3,6.4,153,3.7,87
NE,Valley,31175971300,No,2158,56.5,1219,8.6,185,2.4,21,15.3,330,13.5,291
NE,Webster,31181965100,No,2060,100,2060,12.9,260,4.8,45,21.1,434,27.8,572
NE,Wheeler,31183973600,No,886,100,886,20.9,183,4,14,29.1,258,16.8,149
NV,Churchill,32001950300,Yes,8487,38.2,3246,5.3,438,4.6,160,11,931,5,424
NV,Clark,32003001100,Yes,3624,67,2430,25.5,921,28.4,467,16.3,590,4,145
NV,Clark,32003002300,Yes,6082,99.1,6025,17.8,1080,28.7,905,12.9,783,13.6,825
NV,Clark,32003002403,Yes,5060,100,5060,17.5,883,31.8,912,13.9,704,14,706
NV,Clark,32003002405,Yes,5166,100,5166,24.7,1278,37.3,756,25.8,1332,6,308
NV,Clark,32003002601,Yes,35,100,35,40.7,11,0,0,2.9,1,45.7,16
NV,Clark,32003002602,Yes,7519,81.7,6142,16.1,1201,18.7,660,16.8,1261,5.4,403
NV,Clark,32003003602,Yes,6636,64,4246,14.4,954,8.8,162,27.2,1803,2.6,171
NV,Clark,32003003700,Yes,3172,32.2,1023,5,154,2.5,25,9.7,309,3.5,111
NV,Clark,32003004600,Yes,7608,33.3,2536,10.9,760,4.4,81,12.9,981,1,78
NV,Clark,32003004707,Yes,2607,100,2607,29.5,737,19.8,149,34.5,899,5.6,145
NV,Clark,32003004712,Yes,6661,46.6,3102,8.3,546,6.7,180,12.6,837,2.1,142
NV,Clark,32003005010,Yes,3338,21.7,725,3.2,107,3.9,54,4.6,155,3,99
NV,Clark,32003005421,Yes,3478,100,3478,18.3,577,11.1,135,28.1,979,14.5,504
NV,Clark,32003005703,No,2702,97,2622,9.8,204,20.3,198,3.4,92,15.6,420
NV,Clark,32003005818,No,3017,99.9,3014,11,140,0,0,12.6,380,5.1,155
NV,Clark,32003006201,Yes,2963,100,2963,12.8,298,5.3,46,21.3,630,9.7,287
NV,Douglas,32005000600,No,2128,92.9,1976,14.5,307,5.2,49,15.3,326,25.2,536
NV,Elko,32007950600,No,1793,98.3,1763,13,249,7.8,55,27.4,492,7.3,130
NV,Lander,32015000100,No,983,54,531,13.5,132,2.9,12,9.8,96,8.5,84
NV,Lyon,32019960200,No,6689,47.9,3205,6.4,414,2.4,61,11.9,794,6.2,412
NV,Mineral,32021940200,No,851,100,851,32.5,273,8.9,27,37.5,319,11,94
NV,Mineral,32021970400,No,687,51.7,355,9.6,70,2.4,9,7.7,53,15.3,105
NV,Nye,32023980406,Yes,4525,100,4525,7.6,343,8.4,147,23.9,1080,19.1,863
NV,Washoe,32031001500,Yes,8818,84.4,7443,19.5,1475,12.2,386,17.4,1532,7.8,685
NV,Washoe,32031002702,Yes,7328,43.3,3173,6.5,473,5.9,151,12.4,908,3.8,277
NV,Washoe,32031940100,No,1714,44.7,767,8.1,139,1.6,10,16,274,4.5,77
NV,White Pine,32033970100,No,2772,85.7,2375,12.7,215,1.9,14,15.8,438,11.5,318
NV,Carson City,32510000600,Yes,6057,26.5,1602,2,92,1.8,37,3.6,220,3.8,231
NH,Cheshire,33005971300,Yes,3648,62.5,2281,10.8,392,10.2,169,12.9,472,6.8,248
NH,Coos,33007950300,No,2092,37,773,2.9,59,0.3,3,7.4,154,7.5,156
NH,Grafton,33009960500,No,2326,33.6,782,3.6,81,1.4,13,8,187,4.7,109
NH,Hillsborough,33011000600,Yes,2491,100,2491,22.6,541,15.9,191,19.9,496,16,399
NH,Hillsborough,33011010500,Yes,4160,100,4160,13.8,569,13,227,26,1082,7.2,301
NH,Merrimack,33013032900,Yes,7338,19.8,1452,1.8,129,1,33,3,220,4.1,302
NH,Rockingham,33015003400,Yes,5630,21.2,1192,1.1,59,1.1,26,5.8,327,2.3,130
NH,Rockingham,33015003500,Yes,5836,25,1459,2.4,139,0.9,23,7,408,1.6,91
NH,Rockingham,33015055002,Yes,4057,69.7,2829,4.2,169,2.6,40,19.3,783,5.9,238
NH,Rockingham,33015063000,Yes,7934,56.4,4473,4.9,389,2.9,100,10.8,858,10.7,850
NH,Rockingham,33015100302,Yes,4162,22.9,952,2.4,98,0.6,10,6.2,257,2.1,88
NH,Strafford,33017080201,Yes,7564,8.6,649,4.3,132,1.8,18,0.5,40,0.2,16
NH,Strafford,33017080202,Yes,2600,33.4,867,9.5,242,1.3,13,7.4,192,4.7,121
NH,Strafford,33017083001,Yes,6748,58.4,3944,4.2,281,5.5,152,14.9,1009,7,472
NH,Strafford,33017083002,Yes,4729,38,1795,3.2,148,0.8,16,9.6,455,3.6,170
NH,Strafford,33017084200,Yes,7307,49.6,3622,3.5,257,1.8,50,12.4,904,7,513
NJ,Atlantic,34001001200,Yes,3208,100,3208,20.4,655,38.7,469,27.3,875,15,482
NJ,Atlantic,34001001400,Yes,4031,49.2,1983,17.9,714,24.9,373,17.4,701,5.1,207
NJ,Atlantic,34001001900,Yes,2047,100,2047,20.5,428,53.9,496,23.4,478,9.6,196
NJ,Atlantic,34001002500,Yes,4529,100,4529,26.6,1136,60.3,1198,22.8,1033,23.4,1059
NJ,Atlantic,34001010102,Yes,2444,40.4,988,3.1,78,5.5,65,6.7,163,11.7,287
NJ,Atlantic,34001010103,Yes,5777,21.3,1228,2.9,167,2.3,57,4.1,236,3.3,191
NJ,Atlantic,34001010300,Yes,1982,87.2,1728,5.5,112,6.3,47,22.7,450,10.1,201
NJ,Atlantic,34001010402,Yes,2030,100,2030,100,32,0,0,0.5,10,0.4,9
NJ,Atlantic,34001010503,Yes,7016,100,7016,8.7,605,5.4,149,27.8,1950,4.9,347
NJ,Atlantic,34001011300,Yes,3873,100,3873,18.7,725,7.8,114,25.7,997,15.8,613
NJ,Atlantic,34001011702,Yes,3451,60,2070,4.5,155,7.3,95,16.5,568,5.8,200
NJ,Atlantic,34001011900,Yes,7630,45.2,3451,8.2,617,6.7,178,14.1,1072,2.9,225
NJ,Atlantic,34001012702,Yes,1825,100,1825,9.6,171,9.3,71,26.2,478,17.4,317
NJ,Atlantic,34001013100,Yes,3793,43.9,1665,3.7,139,4.7,92,4.5,171,12.3,467
NJ,Burlington,34005700104,Yes,1864,100,1864,7.6,134,9.1,64,26.4,492,12.6,234
NJ,Burlington,34005700603,Yes,6130,16.1,986,1.4,86,1.2,28,3.7,226,2.8,170
NJ,Burlington,34005700900,Yes,2661,100,2661,11.5,302,9.4,90,28.3,754,11.8,314
NJ,Burlington,34005701203,Yes,1857,51.3,952,4.4,82,4.2,33,11.7,217,6.9,129
NJ,Burlington,34005701402,Yes,1553,100,1553,3.6,59,7.7,72,1.8,28,77.7,1206
NJ,Burlington,34005702000,Yes,709,43.8,310,10,70,9.7,28,12.5,89,2.6,18
NJ,Burlington,34005702111,Yes,3753,35,1313,1.7,43,0.6,4,4.7,175,0,0
NJ,Burlington,34005702205,Yes,8063,23.2,1874,2.3,189,0.6,17,6.8,548,2,161
NJ,Burlington,34005702300,Yes,1210,100,1210,7.8,94,8.7,41,26.8,324,8.9,108
NJ,Burlington,34005702602,Yes,1039,49.4,514,7,69,3.7,15,15.7,163,2.8,29
NJ,Burlington,34005703203,Yes,4017,100,4017,3.5,136,6.7,148,6,243,65.1,2616
NJ,Burlington,34005703500,No,621,36.1,224,6.2,26,0,0,13.5,84,12.3,77
NJ,Camden,34007600100,Yes,1734,100,1734,56.7,55,0,0,1,17,0.5,8
NJ,Camden,34007600600,Yes,838,100,838,19.9,63,15.7,18,7.4,62,2.3,19
NJ,Camden,34007600700,Yes,2880,72.8,2098,43.7,751,55,259,22,633,3.7,107
NJ,Camden,34007601000,Yes,5677,50,2841,14.8,837,13.6,225,16.6,943,3.1,177
NJ,Camden,34007602800,Yes,2864,57.8,1656,6.4,181,7.4,72,17.4,500,4.9,140
NJ,Camden,34007604900,Yes,2976,100,2976,8.1,244,15,156,28.8,857,11.5,342
NJ,Camden,34007605000,Yes,2392,77.7,1858,13.4,317,18.2,147,24.8,593,8,192
NJ,Camden,34007607100,Yes,3860,57.8,2233,0.7,26,4,56,12.9,497,9.3,359
NJ,Camden,34007607701,Yes,4447,28,1243,3,132,1.4,26,7.6,338,3.6,160
NJ,Camden,34007608204,Yes,579,100,579,60,276,50,10,19.3,112,46.8,271
NJ,Camden,34007608302,Yes,4647,100,4647,10.8,504,12.2,240,21.6,1002,13.9,646
NJ,Camden,34007609000,Yes,1520,100,1520,15.1,214,6.3,31,22.9,348,15.1,229
NJ,Camden,34007609204,Yes,4331,100,4331,10.7,461,5.8,86,33.1,1433,8.3,361
NJ,Camden,34007610100,Yes,61,100,61,0,0,0,0,24.6,15,14.8,9
NJ,Camden,34007610200,Yes,1079,99.7,1076,14.9,159,33.5,136,26.5,286,14.7,158
NJ,Cape May,34009020102,Yes,3301,34.3,1132,1.9,61,6.1,99,4.7,156,9.2,304
NJ,Cape May,34009021200,Yes,6679,68.8,4596,8.7,579,5.8,154,18.2,1216,12.5,838
NJ,Cape May,34009021300,Yes,4935,59.7,2947,6.4,314,8,184,9.4,462,15.1,743
NJ,Cape May,34009021600,Yes,3980,55.3,2200,2.2,83,4.4,79,9.8,391,15.2,605
NJ,Cape May,34009021802,Yes,7674,33,2533,2.2,168,2.2,71,7.3,563,6.5,500
NJ,Cape May,34009021803,Yes,3910,100,3910,9.7,378,8,133,23.3,911,21.3,833
NJ,Cape May,34009021804,Yes,5154,100,5154,10.9,556,13.6,282,27.3,1405,17.4,896
NJ,Cape May,34009022000,Yes,4034,46.1,1859,4.7,172,2.3,41,10.4,418,6.9,277
NJ,Cumberland,34011010101,No,6928,59.3,4106,3.7,131,2.5,33,5.3,368,2.5,174
NJ,Cumberland,34011010200,No,5259,27.5,1444,4.1,214,2.3,42,7.5,396,4.5,237
NJ,Cumberland,34011010700,Yes,7556,81,6117,11.7,880,12.4,343,23.4,1767,10.5,793
NJ,Cumberland,34011020300,Yes,5245,53,2780,19.8,1032,8.7,117,19.2,1007,3,159
NJ,Cumberland,34011020400,Yes,2922,92,2688,15.7,414,10.7,117,19.3,563,26.2,765
NJ,Cumberland,34011020501,Yes,6973,76.9,5365,25.2,868,23.6,265,11.8,826,3.7,256
NJ,Cumberland,34011020600,Yes,3836,13.3,510,1.3,51,1.7,27,2.4,94,4.5,173
NJ,Cumberland,34011030200,Yes,5550,13.9,773,2,109,2,41,3.6,200,2.1,119
NJ,Cumberland,34011040200,Yes,6243,79,4933,19.5,1198,17.7,342,25.4,1585,6.4,399
NJ,Cumberland,34011040400,Yes,5920,44.3,2624,4.1,232,7.7,160,11.9,706,7.2,424
NJ,Cumberland,34011040500,Yes,5666,49.1,2780,13.4,752,12,244,16.8,953,3.9,220
NJ,Cumberland,34011040600,Yes,6901,84.9,5862,17,1140,20.3,485,25.6,1764,11.8,815
NJ,Cumberland,34011040902,Yes,6845,100,6845,8.9,564,4.7,114,23.1,1582,11.4,777
NJ,Essex,34013007400,Yes,2471,100,2471,18.3,454,32.1,267,20.2,498,9.4,232
NJ,Essex,34013017700,Yes,4731,61.4,2907,7.2,338,5.9,89,20.7,977,3.2,153
NJ,Essex,34013018100,Yes,1948,100,1948,15.2,303,23,171,26.7,521,9,176
NJ,Gloucester,34015500100,Yes,4500,63.2,2844,5.6,251,8.1,147,14.8,664,9.9,447
NJ,Gloucester,34015500300,Yes,3205,100,3205,7.6,242,9.1,101,26.4,845,12.5,402
NJ,Gloucester,34015500400,Yes,6160,59.1,3641,10,611,6.8,160,15.5,954,8.5,525
NJ,Gloucester,34015501001,Yes,2260,100,2260,14.9,327,16.8,135,26.8,606,14.1,318
NJ,Gloucester,34015501101,Yes,3938,100,3938,7.2,278,12.4,217,20.3,800,27.3,1077
NJ,Gloucester,34015501302,Yes,2899,34.8,1008,1.6,47,2.2,25,9.9,287,3.8,110
NJ,Gloucester,34015501604,Yes,5899,12.6,741,1.4,84,2.1,45,3.4,199,0.9,53
NJ,Hudson,34017010800,Yes,3068,20.9,641,2.4,74,7.3,88,4.8,147,4.3,132
NJ,Mercer,34021001200,Yes,4032,31.4,1267,2.5,101,3,46,9.1,368,1.8,73
NJ,Mercer,34021002701,Yes,3524,31.9,1123,2.9,102,4.8,69,7.7,270,5.3,187
NJ,Mercer,34021002800,Yes,6199,8.5,525,0.6,36,0.5,12,1.9,115,1.6,98
NJ,Mercer,34021002902,Yes,4833,39,1885,2.4,117,2.9,54,9.4,453,5,239
NJ,Middlesex,34023000607,Yes,4835,92,4447,17.5,432,12.9,116,9,434,2.5,123
NJ,Middlesex,34023002703,Yes,5764,37.2,2142,0.9,54,1.9,41,8.6,493,4.1,239
NJ,Middlesex,34023002705,Yes,3245,84.8,2750,70.4,430,0,0,0.6,18,1.2,38
NJ,Middlesex,34023003300,Yes,5353,16.5,884,1.3,67,1.8,36,3.7,198,2.9,155
NJ,Middlesex,34023003800,Yes,7398,60.2,4454,9.1,668,16,384,18.5,1367,6.6,487
NJ,Middlesex,34023003900,Yes,210,85.4,179,10.3,20,14.2,9,26.9,57,4.6,10
NJ,Middlesex,34023006000,Yes,8404,22.1,1856,2.1,101,2.2,41,4.1,348,2.1,175
NJ,Middlesex,34023006800,Yes,4541,18.7,850,0.9,39,2.1,36,4.9,223,1.8,81
NJ,Middlesex,34023006900,Yes,3511,100,3511,8.8,306,12.1,151,24.8,870,11.6,406
NJ,Middlesex,34023007402,Yes,4540,29.3,1328,1.1,49,1.4,23,5.7,261,3.7,170
NJ,Middlesex,34023008001,Yes,6227,86.8,5407,4.9,307,4.6,104,22.1,1377,6.3,390
NJ,Middlesex,34023008205,Yes,3658,43.9,1605,0.8,28,1.8,39,0.2,6,36.9,1352
NJ,Middlesex,34023008206,Yes,3736,100,3736,4.7,170,22.7,575,1.9,72,86.2,3221
NJ,Monmouth,34025800100,Yes,5097,100,5097,12.3,625,10.4,256,18.8,957,11.3,576
NJ,Monmouth,34025801600,Yes,6118,100,6118,16.6,1017,18.6,412,27.4,1677,10.8,663
NJ,Monmouth,34025801700,Yes,4614,100,4614,19.3,857,23.6,390,26.9,1241,11.8,544
NJ,Monmouth,34025804700,Yes,1680,79.3,1333,1.1,18,0.8,4,39,655,0.3,5
NJ,Monmouth,34025805400,Yes,4814,100,4814,13,627,11.8,244,22.1,1063,11,529
NJ,Monmouth,34025805500,Yes,3917,100,3917,15.8,610,12.5,178,27.6,1082,9.3,365
NJ,Monmouth,34025805700,Yes,3040,46.9,1426,4.5,132,2.2,24,10.3,312,5,151
NJ,Monmouth,34025805900,Yes,5324,40.2,2138,5.1,267,3.8,73,9.7,515,5,265
NJ,Monmouth,34025806501,Yes,3298,100,3298,12.3,405,7.7,108,22.8,752,11.3,373
NJ,Monmouth,34025810002,Yes,3742,59.2,2217,2,74,9.8,205,7.9,297,23.8,890
NJ,Monmouth,34025810800,Yes,2767,49.6,1373,5.4,147,10,97,12.1,334,6.5,179
NJ,Monmouth,34025811000,Yes,3254,100,3254,16.8,545,17.1,181,24.7,803,9.1,296
NJ,Morris,34027041801,Yes,3053,100,3053,6.2,189,7.6,89,21.9,668,9.7,295
NJ,Ocean,34029713203,Yes,4914,100,4914,8.3,407,8.1,162,25.6,1260,20.1,990
NJ,Ocean,34029713300,Yes,4187,65.1,2724,4.5,179,10.3,212,7.2,302,37.5,1569
NJ,Ocean,34029713402,Yes,3740,34.2,1278,2.6,95,6.5,109,7.1,266,4.5,169
NJ,Ocean,34029715900,Yes,5606,81.8,4585,5.1,273,20,674,6.3,351,52.9,2968
NJ,Ocean,34029716000,Yes,4597,100,4597,2.2,103,15.1,427,0.3,13,74.8,3439
NJ,Ocean,34029720102,Yes,3749,31.8,1193,1.6,56,4.7,114,0,0,26.5,992
NJ,Ocean,34029720103,Yes,4103,60.1,2464,4.7,186,11.5,303,0.2,7,46.4,1903
NJ,Ocean,34029720201,Yes,6552,98.1,6427,4.6,299,11.5,395,9.8,640,53.1,3476
NJ,Ocean,34029720202,Yes,4198,100,4198,3.3,140,14.5,366,7.1,297,70.6,2963
NJ,Ocean,34029720203,Yes,3841,100,3841,4.2,160,6.5,111,18,690,40.4,1550
NJ,Ocean,34029722200,Yes,2606,79.3,2066,6.4,167,16.6,265,4.1,106,49,1278
NJ,Ocean,34029723500,Yes,2665,100,2665,14.5,384,4.3,47,24.4,649,13.1,350
NJ,Ocean,34029724000,Yes,3634,81.3,2955,9.8,354,7,75,25.8,937,7.1,258
NJ,Ocean,34029728000,Yes,6245,34,2121,2.3,139,3.9,113,4.2,262,10.2,638
NJ,Ocean,34029729000,Yes,2076,100,2076,10.3,213,6.9,57,26,540,14.5,300
NJ,Ocean,34029731201,Yes,4561,75.2,3428,4.3,196,10,291,0,2,64.5,2941
NJ,Ocean,34029731202,Yes,4982,86.4,4303,4.3,215,11.6,354,0.1,6,71.1,3542
NJ,Ocean,34029731203,Yes,2011,100,2011,5.5,109,13.2,166,0,1,84,1689
NJ,Ocean,34029731205,Yes,3276,75.7,2478,5,168,7.8,154,1.8,60,59.5,1949
NJ,Ocean,34029731206,Yes,2661,52.8,1404,3.6,95,11,172,0,0,45,1198
NJ,Ocean,34029736002,Yes,1441,100,1441,3.5,51,11.2,61,24.7,356,14.4,207
NJ,Ocean,34029736102,Yes,5739,27.6,1585,1.6,90,0.7,16,8,458,3.1,180
NJ,Ocean,34029737000,Yes,3517,100,3517,7.9,273,5.2,77,23,809,16.8,591
NJ,Passaic,34031223900,Yes,422,100,422,61.7,232,0,0,3.3,14,6.9,29
NJ,Salem,34033020400,Yes,2278,29,662,5.5,123,3.3,34,6.5,147,2.8,64
NJ,Salem,34033022100,Yes,1530,100,1530,22.7,345,25,146,31.8,486,13.8,211
NJ,Somerset,34035050400,Yes,2852,57.8,1649,9.8,286,16.2,167,17.6,501,3.1,88
NJ,Somerset,34035051100,Yes,3443,62.7,2160,5.3,181,11,132,15.1,520,6.1,209
NJ,Somerset,34035051400,Yes,4527,42.5,1924,0.5,21,1.7,29,8.5,385,8.9,404
NJ,Somerset,34035051500,Yes,2936,34.2,1004,2,58,2,25,7.8,228,5.2,152
NJ,Somerset,34035053000,Yes,4492,77.4,3476,4.7,209,6.9,113,17.5,785,8.7,390
NJ,Sussex,34037371200,Yes,2145,50.4,1081,5.2,112,7.8,70,12.1,259,6.3,136
NJ,Union,34039035800,Yes,3123,42.1,1314,4.6,143,7.9,84,9.1,285,1.8,56
NJ,Warren,34041032400,Yes,2482,78.2,1942,6.3,155,8.8,87,20.5,508,12.6,312
NM,Bernalillo,35001000713,Yes,5454,41.7,2273,9.3,502,4.3,104,8.9,486,8.3,453
NM,Bernalillo,35001001102,Yes,3055,33.6,1028,8.4,255,2.8,38,9,276,2.8,85
NM,Bernalillo,35001001200,Yes,6388,48.2,3079,13.5,858,4.7,122,13,831,5.6,360
NM,Bernalillo,35001002000,Yes,2197,100,2197,30.9,669,18.2,197,20.8,458,12.9,283
NM,Bernalillo,35001002300,Yes,7815,36.2,2826,8.3,640,2.9,75,10.4,816,4,311
NM,Bernalillo,35001003400,Yes,4196,47.9,2009,8.8,342,4.7,87,14.7,616,4,168
NM,Bernalillo,35001003734,Yes,4786,87.5,4189,13.2,616,5.6,110,21.1,1011,15.8,755
NM,Bernalillo,35001004401,Yes,3319,22.4,744,5.1,168,1,10,6.4,212,2.5,84
NM,Bernalillo,35001004705,Yes,9005,28.3,2549,5.2,471,2.2,68,9.3,834,1.3,113
NM,Bernalillo,35001004732,Yes,8765,58.3,5110,9.6,832,1.7,45,21.6,1891,1.2,104
NM,Bernalillo,35001940300,No,43,62.1,27,7,3,0,0,17.9,8,2.8,1
NM,Bernalillo,35001945900,No,1531,100,1531,39.8,605,19,74,41.5,636,4.2,65
NM,Catron,35003976200,No,3543,100,3543,24.5,860,4.5,72,21.1,747,18.8,667
NM,Chaves,35005000200,Yes,7607,38,2893,9,678,4.1,124,12,916,5.6,428
NM,Chaves,35005001400,No,2539,86.7,2201,22.3,565,6.6,54,31.7,805,10.2,259
NM,Cibola,35006941500,No,2814,48.4,1362,13.5,374,7,49,16.7,470,4.2,117
NM,Cibola,35006945800,No,2334,100,2334,32.3,755,11.5,81,38.6,902,8.1,188
NM,Cibola,35006945900,No,127,100,127,76.1,105,20,6,49.6,63,3.1,4
NM,Cibola,35006946000,No,206,68.9,142,33.5,63,0,0,19.8,41,7.1,15
NM,Cibola,35006974201,Yes,4659,55.2,2573,13.7,615,3.9,64,14.5,673,5.2,241
NM,Cibola,35006974500,No,5254,34.6,1817,6.5,299,2,35,8.3,436,5.5,287
NM,Curry,35009000100,Yes,4471,74.2,3319,28.7,1215,18,269,27.9,1248,6.5,289
NM,Curry,35009000202,Yes,3836,100,3836,32.6,1249,9.6,136,32,1229,9.1,348
NM,Curry,35009000900,Yes,4555,54.6,2488,4.6,183,4.1,61,21,958,0.1,3
NM,Dona Ana,35013000200,Yes,8755,34.4,3011,6.5,507,1.7,51,8.7,758,3.7,326
NM,Dona Ana,35013000401,Yes,3007,100,3007,36.6,1098,15,156,31.8,956,14.6,439
NM,Dona Ana,35013001101,Yes,9193,84.4,7758,16,1457,3.1,101,25.4,2337,8.3,766
NM,Dona Ana,35013001600,No,2949,30,885,9.9,281,1.7,16,8.8,259,3.8,112
NM,Dona Ana,35013001704,Yes,9265,100,9265,41.9,3884,12.5,297,37.2,3446,8.4,779
NM,Dona Ana,35013001705,Yes,3491,72.8,2541,22.4,779,3.2,25,27.4,955,3.9,136
NM,Dona Ana,35013001801,No,6267,24.1,1512,8.3,518,1.2,21,9.4,592,1.2,76
NM,Dona Ana,35013001803,Yes,8388,34.6,2902,14.3,1195,2.5,55,14.1,1183,1.7,146
NM,Eddy,35015000402,Yes,4345,100,4345,17,738,8.2,136,30.5,1326,13.3,578
NM,Eddy,35015000500,Yes,3323,36,1198,8.4,278,2.4,30,10.2,340,5,166
NM,Eddy,35015000800,No,2078,90.2,1875,18.5,384,5.5,38,29.8,619,10.9,226
NM,Grant,35017984400,Yes,4868,27.7,1350,10.3,483,2.1,40,9,439,2.4,119
NM,Grant,35017984500,Yes,3194,99.6,3180,21.9,695,5.8,68,31.6,1009,12.8,409
NM,Guadalupe,35019961600,No,4680,30.5,1426,8.8,367,4.6,76,7.3,343,5.4,253
NM,Hidalgo,35023988100,No,2662,77.3,2057,16.2,431,2.5,24,25,666,8.6,228
NM,Lea,35025000400,Yes,2489,40,997,18.1,443,7,66,14.4,358,3.4,85
NM,Lea,35025001002,Yes,6254,75.1,4694,18,1081,6,126,24.6,1539,8.3,521
NM,Lincoln,35027980200,No,1957,96.4,1887,19.3,364,8.3,67,20.9,410,18.6,364
NM,Luna,35029000300,Yes,2600,100,2600,23.5,551,16.7,160,26.3,683,25,651
NM,Luna,35029000400,No,6004,47,2823,18.8,1137,4,91,14.9,897,7.7,461
NM,Luna,35029000500,No,4406,17.1,752,5.3,233,1.4,24,4.3,188,3.7,162
NM,McKinley,35031940200,No,1252,100,1252,61.8,788,30.1,95,44.3,555,2.9,36
NM,McKinley,35031940300,No,6370,100,6370,43,2716,15.8,236,34.7,2208,6.3,402
NM,McKinley,35031940400,No,127,100,127,29.5,36,51.2,21,23.6,30,12.6,16
NM,McKinley,35031943400,No,2553,98.4,2512,65.3,1606,18.1,130,40.3,1028,7.4,190
NM,McKinley,35031943500,No,3892,95.4,3714,30.5,1213,6.8,73,38.4,1495,5.2,203
NM,McKinley,35031943600,No,6311,72.6,4582,32.3,2025,11.5,193,30.2,1904,4.3,271
NM,McKinley,35031943700,No,4416,88.7,3916,30.7,1354,12.9,156,36.1,1592,6.8,299
